run,seed,gen,evals,best_so_far,pop_best,pop_mean,pop_median,sigma_med
0,1000,0,100,100.628,100.628,293.485,304.432,nan
0,1000,5,600,69.8867,69.8867,314.067,294.89,nan
0,1000,10,1100,69.8867,116.209,297.62,285.067,nan
0,1000,15,1600,69.8867,138.32,306.008,300.549,nan
0,1000,20,2100,64.8215,136.491,307.256,304.71,nan
0,1000,25,2600,64.8215,98.7485,292.77,298.313,nan
0,1000,30,3100,59.7506,134.766,310.348,301.886,nan
0,1000,35,3600,59.7506,87.9267,293.158,288.618,nan
0,1000,40,4100,50.6646,72.7642,293.439,298.51,nan
0,1000,45,4600,50.6646,140.354,301.58,302.026,nan
0,1000,50,5100,50.6646,105.218,299.012,295.742,nan
0,1000,55,5600,50.6646,85.44,301.158,305.611,nan
0,1000,60,6100,50.6646,146.446,308.681,297.368,nan
0,1000,65,6600,50.6646,169.142,316.162,306.83,nan
0,1000,70,7100,50.6646,121.844,309.256,304.218,nan
0,1000,75,7600,50.6646,141.893,311.27,314.067,nan
0,1000,80,8100,50.6646,149.627,301.489,296.669,nan
0,1000,85,8600,50.6646,126.619,300.299,298.088,nan
0,1000,90,9100,50.6646,119.424,294.906,286.21,nan
0,1000,95,9600,50.6646,75.9747,307.785,305.551,nan
0,1000,100,10100,50.6646,93.7666,287.118,286.095,nan
0,1000,105,10600,50.6646,128.234,298.829,291.655,nan
0,1000,110,11100,50.6646,153.663,309.085,296.548,nan
0,1000,115,11600,50.6646,82.4811,299.707,306.292,nan
0,1000,120,12100,50.6646,113.788,295.335,282.173,nan
0,1000,125,12600,50.6646,113.426,298.174,286.41,nan
0,1000,130,13100,50.6646,123.696,300.671,293.595,nan
0,1000,135,13600,50.6646,74.1164,291.413,286.335,nan
0,1000,140,14100,50.6646,132.132,306.685,296.234,nan
0,1000,145,14600,50.6646,138.437,304.502,305.067,nan
0,1000,150,15100,50.6646,140.635,297.212,294.255,nan
0,1000,155,15600,50.6646,98.3824,311.777,309.675,nan
0,1000,160,16100,50.6646,66.899,301.708,292.839,nan
0,1000,165,16600,50.6646,63.4233,307.389,291.56,nan
0,1000,170,17100,50.6646,100.665,292.342,280.653,nan
0,1000,175,17600,50.6646,108.521,296.679,292.568,nan
0,1000,180,18100,50.6646,117.273,292.733,288.513,nan
0,1000,185,18600,50.6646,56.7304,298.346,295.673,nan
0,1000,190,19100,50.6646,169.971,303.027,307.223,nan
0,1000,195,19600,50.6646,95.0852,298.366,302.638,nan
0,1000,200,20100,50.6646,70.8865,295.654,288.922,nan
0,1000,205,20600,50.6646,151.561,307.065,307.454,nan
0,1000,210,21100,50.6646,56.4555,292.886,290.265,nan
0,1000,215,21600,50.6646,93.0461,300.447,293.656,nan
0,1000,220,22100,50.6646,112.151,304.099,301.752,nan
0,1000,225,22600,50.6646,113.848,298.677,295.266,nan
0,1000,230,23100,47.2825,139.57,326.118,319.025,nan
0,1000,235,23600,47.2825,133.307,310.3,310.218,nan
0,1000,240,24100,47.2825,104.17,301.841,293.263,nan
0,1000,245,24600,47.2825,117.408,296.623,297.109,nan
0,1000,250,25100,47.2825,95.2289,304.434,294.021,nan
0,1000,255,25600,47.2825,87.238,292.697,277.966,nan
0,1000,260,26100,47.2825,124.671,302.138,310.939,nan
0,1000,265,26600,47.2825,71.4309,299.229,302.109,nan
0,1000,270,27100,47.2825,112.612,315.492,307.059,nan
0,1000,275,27600,47.2825,111.106,299.327,306.073,nan
0,1000,280,28100,47.2825,112.871,295.145,298.726,nan
0,1000,285,28600,47.2825,101.397,288.77,288.563,nan
0,1000,290,29100,47.2825,128.495,297.954,298.349,nan
0,1000,295,29600,47.2825,61.9759,297.681,301.749,nan
0,1000,300,30100,47.2825,102.2,293.492,291.217,nan
0,1000,305,30600,47.2825,57.0005,301.377,283.978,nan
0,1000,310,31100,47.2825,110.604,288.967,283.56,nan
0,1000,315,31600,47.2825,132.422,307.654,306.703,nan
0,1000,320,32100,47.2825,101.958,305.633,299.175,nan
0,1000,325,32600,47.2825,105.583,290.208,277.244,nan
0,1000,330,33100,47.2825,117.096,313.37,312.198,nan
0,1000,335,33600,47.2825,118.271,302.537,290.361,nan
0,1000,340,34100,47.2825,140.792,317.648,325.993,nan
0,1000,345,34600,47.2825,118.827,306.582,308.84,nan
0,1000,350,35100,47.2825,86.2814,300.369,300.358,nan
0,1000,355,35600,47.2825,75.8279,278.086,273.099,nan
0,1000,360,36100,47.2825,76.3212,302.296,298.113,nan
0,1000,365,36600,47.2825,92.597,297.534,279.949,nan
0,1000,370,37100,47.2825,139.791,295.22,291.944,nan
0,1000,375,37600,47.2825,137.17,307.827,308.678,nan
0,1000,380,38100,47.2825,86.6048,307.192,301.512,nan
0,1000,385,38600,47.2825,143.365,300.781,297.011,nan
0,1000,390,39100,47.2825,96.3492,298.863,303.219,nan
0,1000,395,39600,47.2825,93.1648,298.901,296.864,nan
0,1000,400,40100,47.2825,144.059,310.989,305.668,nan
0,1000,405,40600,47.2825,121.038,304.038,303.851,nan
0,1000,410,41100,47.2825,107.47,298.472,292.676,nan
0,1000,415,41600,47.2825,113.835,298.838,289.263,nan
0,1000,420,42100,47.2825,104.113,311.055,311.647,nan
0,1000,425,42600,47.2825,106.488,282.55,269.016,nan
