run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
2,4002,0,200,0.0674722,7,11.765,8,2353
2,4002,2,596,0.0569574,40,7.485,6,5751
2,4002,4,992,0.0528032,36,19.08,12,10905
2,4002,6,1388,0.0527788,34,38.46,36,25286
2,4002,8,1784,0.0527788,34,40.975,39,41274
2,4002,10,2180,0.0522673,72,43.295,40,58139
2,4002,12,2576,0.0522673,72,55.57,51,78871
2,4002,14,2972,0.0519636,116,71.825,74,105160
2,4002,16,3368,0.0519272,114,78.845,79,135584
2,4002,18,3764,0.0518896,117,101.035,113,173054
2,4002,20,4160,0.0518737,109,109.975,116.5,216896
2,4002,22,4556,0.0518737,109,105.87,111,259088
2,4002,24,4952,0.0518737,109,105.575,110,301232
2,4002,26,5348,0.0513403,116,106.11,110,343178
2,4002,28,5744,0.0513403,116,105.95,110,385267
2,4002,30,6140,0.0513403,116,109.17,114,427682
2,4002,32,6536,0.0512037,125,110.615,114.5,471386
2,4002,34,6932,0.0512037,121,111.275,114.5,515330
2,4002,36,7328,0.0512037,116,117.855,123,560661
2,4002,38,7724,0.0512005,115,118.775,121,607563
2,4002,40,8120,0.0512005,115,116.105,119,653469
2,4002,42,8516,0.0512005,114,110.95,115,697172
2,4002,44,8912,0.0512005,114,109.815,114,740708
2,4002,46,9308,0.0511957,119,108.995,115,784048
2,4002,48,9704,0.0511957,119,108.345,116,827775
2,4002,50,10100,0.0511957,119,111.105,118,872703
2,4002,52,10496,0.0511957,109,114.89,116,917171
2,4002,54,10892,0.0511957,109,115,116,963176
2,4002,56,11288,0.0511957,109,117.72,115,1009028
2,4002,58,11684,0.0511905,117,113.8,113,1054448
2,4002,60,12080,0.0511905,117,121.505,115,1101841
2,4002,62,12476,0.0511885,119,113.65,115,1146841
2,4002,64,12872,0.0511871,125,113.135,117,1191413
2,4002,66,13268,0.0511871,125,114.75,119,1237368
2,4002,68,13664,0.0511315,127,116.89,121,1283127
2,4002,70,14060,0.0511315,127,118.52,125,1329816
2,4002,72,14456,0.0511247,122,119.66,126,1377280
2,4002,74,14852,0.0510873,135,120.02,126,1424645
2,4002,76,15248,0.0510122,137,120.055,126,1471792
2,4002,78,15644,0.0510118,134,124.785,134,1520794
2,4002,80,16040,0.0510074,145,129.765,137,1572116
2,4002,82,16436,0.0510074,145,130.99,137,1624582
2,4002,84,16832,0.0509996,137,133.22,140,1677123
2,4002,86,17228,0.0509734,120,135.53,141.5,1730543
2,4002,88,17624,0.0509734,120,127.675,135,1781741
2,4002,90,18020,0.0509683,127,121.79,121,1830132
2,4002,92,18416,0.050937,121,119.195,120,1876714
2,4002,94,18812,0.0509221,124,117.61,121,1923341
2,4002,96,19208,0.050846,132,116.35,120,1969349
2,4002,98,19604,0.0507132,133,115.755,121.5,2014461
2,4002,100,20000,0.0506964,133,119.145,129.5,2061212
3,4003,0,200,0.0573,4,12.74,9,2548
3,4003,2,596,0.0536989,20,10.395,6,6494
3,4003,4,992,0.0534377,39,12.935,9,11538
3,4003,6,1388,0.052937,33,19.055,16,18553
3,4003,8,1784,0.052937,33,30.2,32,29284
3,4003,10,2180,0.0526284,33,30.76,32,41584
3,4003,12,2576,0.0525862,33,32.255,31,54306
3,4003,14,2972,0.0525862,33,35.235,31,68000
3,4003,16,3368,0.0525862,33,40.08,36.5,83044
3,4003,18,3764,0.0524685,32,43.435,37,99783
3,4003,20,4160,0.0524685,32,42.085,39.5,116667
3,4003,22,4556,0.0524685,32,54.655,52,136749
3,4003,24,4952,0.0524685,32,55.165,50,157464
3,4003,26,5348,0.0523734,69,49.79,47,178043
3,4003,28,5744,0.0521973,72,54.695,61.5,198835
3,4003,30,6140,0.0521472,74,59.68,65.5,222004
3,4003,32,6536,0.0521393,73,62.815,70,245821
3,4003,34,6932,0.0521393,73,65.425,72,271909
3,4003,36,7328,0.0521235,69,66.61,73,298076
3,4003,38,7724,0.0520946,72,66.235,73,324305
3,4003,40,8120,0.0520434,72,68.175,73,351360
3,4003,42,8516,0.0517434,91,64.95,72,377232
3,4003,44,8912,0.0517434,91,67.26,72,403859
3,4003,46,9308,0.0517434,91,74.41,78,432388
3,4003,48,9704,0.0517434,91,77.955,89,463213
3,4003,50,10100,0.0515148,86,82.6,91,496032
3,4003,52,10496,0.0515148,86,81.42,91,528108
3,4003,54,10892,0.0515148,86,80.535,86,559860
3,4003,56,11288,0.05139,78,78.665,86,591193
3,4003,58,11684,0.05139,78,75.16,84,621340
3,4003,60,12080,0.05139,78,72.045,78,650260
3,4003,62,12476,0.05139,78,72.175,78,678893
3,4003,64,12872,0.05139,80,71.78,78,706954
3,4003,66,13268,0.0513857,79,68.565,78,734497
3,4003,68,13664,0.0513857,79,74.365,79.5,763397
3,4003,70,14060,0.0513857,79,69.565,79,791159
3,4003,72,14456,0.0513857,79,71.5,79,819381
3,4003,74,14852,0.0513857,79,70.4,79,847105
3,4003,76,15248,0.0513857,79,70.795,79,875645
3,4003,78,15644,0.0513857,79,70.37,79,903831
3,4003,80,16040,0.0513857,79,68.84,79,931430
3,4003,82,16436,0.0513857,79,70.985,79,959749
3,4003,84,16832,0.0513857,79,69.04,79,987324
3,4003,86,17228,0.0513857,79,70.62,79,1015012
3,4003,88,17624,0.0513857,79,71.98,79,1042799
3,4003,90,18020,0.0513857,79,70.275,79,1070405
3,4003,92,18416,0.0513857,79,69.595,79,1098428
3,4003,94,18812,0.0513857,79,71.515,79,1126439
3,4003,96,19208,0.0513857,79,71.96,79,1154539
3,4003,98,19604,0.0513857,79,73.43,79,1182915
3,4003,100,20000,0.0513857,79,67.06,79,1210244
4,4004,0,200,0.060332,15,13.27,9,2654
4,4004,2,596,0.0538126,13,6.33,5,5498
4,4004,4,992,0.053061,20,8.73,7,8577
4,4004,6,1388,0.053061,20,8.575,8,12078
4,4004,8,1784,0.053061,20,10.69,10,16001
4,4004,10,2180,0.053061,20,15.305,15,21567
4,4004,12,2576,0.053061,20,18.5,18,28454
4,4004,14,2972,0.052786,36,21.845,21,36833
4,4004,16,3368,0.0526749,42,29.21,28,47432
4,4004,18,3764,0.0526749,42,34.5,35,60232
4,4004,20,4160,0.0526749,42,42.48,43,76209
4,4004,22,4556,0.052318,58,51.24,47.5,95515
4,4004,24,4952,0.052318,58,63.205,61,120122
4,4004,26,5348,0.052318,58,62.24,60,144524
4,4004,28,5744,0.052318,58,65.335,64,169982
4,4004,30,6140,0.0522632,70,67.87,71,196343
4,4004,32,6536,0.0522632,70,66.195,71,222501
4,4004,34,6932,0.0521871,79,68.49,73,249513
4,4004,36,7328,0.0521565,89,71.065,73,277316
4,4004,38,7724,0.0521365,82,70.56,75.5,305429
4,4004,40,8120,0.0521365,82,74.8,79.5,335108
4,4004,42,8516,0.0520373,84,77.775,82,365678
4,4004,44,8912,0.0514365,81,78.665,82,396659
4,4004,46,9308,0.0512506,85,77.64,82,427739
4,4004,48,9704,0.0510481,85,74.835,81,457632
4,4004,50,10100,0.0508824,82,78.475,84,488739
4,4004,52,10496,0.0507257,74,77.965,82,519391
4,4004,54,10892,0.0503808,90,76.185,81,549437
4,4004,56,11288,0.0500177,89,79.53,84,580307
4,4004,58,11684,0.0498823,96,84.65,89.5,613289
4,4004,60,12080,0.0495453,97,86.975,92,647568
4,4004,62,12476,0.0495005,91,85.825,91,681850
4,4004,64,12872,0.0492261,99,85.635,91,715893
4,4004,66,13268,0.0488224,98,86.52,92,750089
4,4004,68,13664,0.0486933,99,88.785,94,785333
4,4004,70,14060,0.0485415,100,87.615,94,820296
4,4004,72,14456,0.0484188,104,89.19,96,855684
4,4004,74,14852,0.0483892,105,92.69,99,892337
4,4004,76,15248,0.0480603,99,93.25,100,929284
4,4004,78,15644,0.0480429,95,95.465,102,967172
4,4004,80,16040,0.0476546,99,95.605,101.5,1005700
4,4004,82,16436,0.0476546,99,95.765,100,1043471
4,4004,84,16832,0.0476177,99,92.22,99,1080285
4,4004,86,17228,0.0475121,100,92.795,99,1116909
4,4004,88,17624,0.0472813,102,96.84,100,1154588
4,4004,90,18020,0.0468511,115,95.9,101,1192795
4,4004,92,18416,0.0467447,116,97.465,104,1231377
4,4004,94,18812,0.0465431,117,106.82,112,1272752
4,4004,96,19208,0.0461622,116,106.075,112,1313962
4,4004,98,19604,0.0461622,116,104.505,114,1355991
4,4004,100,20000,0.0461273,115,107.82,115,1398597
5,4005,0,200,0.0674722,12,13.035,8.5,2607
5,4005,2,596,0.0560712,4,7.62,6,5900
5,4005,4,992,0.0560712,4,5.185,4,8155
5,4005,6,1388,0.0560712,4,4.505,4,9983
5,4005,8,1784,0.0560712,6,4.225,4,11646
5,4005,10,2180,0.0559035,11,4.7,4,13410
5,4005,12,2576,0.0559035,11,6.535,6,15866
5,4005,14,2972,0.0554983,10,8.535,8,18989
5,4005,16,3368,0.0539135,17,11.42,11,23186
5,4005,18,3764,0.0536549,21,14.765,14,28561
5,4005,20,4160,0.053486,34,20.84,19,36406
5,4005,22,4556,0.0521211,38,26.55,25,46283
5,4005,24,4952,0.0521211,38,36.615,36,59739
5,4005,26,5348,0.052062,42,49.61,46,78125
5,4005,28,5744,0.0519935,62,58.165,57,100439
5,4005,30,6140,0.0518844,120,63.75,63.5,125202
5,4005,32,6536,0.0518763,120,76.995,74.5,153694
5,4005,34,6932,0.0518725,141,99.525,99,190135
5,4005,36,7328,0.0518694,125,115.375,121,234085
5,4005,38,7724,0.0518639,117,124.18,126,282971
5,4005,40,8120,0.0518583,155,126.12,125,333276
5,4005,42,8516,0.0518583,155,135.535,127,384521
5,4005,44,8912,0.0518547,181,148.475,153,441950
5,4005,46,9308,0.0518499,177,160.1,170,504121
5,4005,48,9704,0.0518465,184,170.26,177,571413
5,4005,50,10100,0.0518368,182,171.475,177,639410
5,4005,52,10496,0.0518368,180,165.785,177,705891
5,4005,54,10892,0.0517657,180,156.855,155,767953
5,4005,56,11288,0.0517657,180,169.755,178.5,834523
5,4005,58,11684,0.0517504,201,176.465,180,903332
5,4005,60,12080,0.0517446,159,174.48,180,972154
5,4005,62,12476,0.0517271,173,176.51,180,1041899
5,4005,64,12872,0.0517083,183,175.78,178,1111995
5,4005,66,13268,0.0516922,181,176.725,179,1181445
5,4005,68,13664,0.0516667,194,176.17,179.5,1251723
5,4005,70,14060,0.0516646,193,182.56,187,1323249
5,4005,72,14456,0.0516511,195,184.47,191,1395896
5,4005,74,14852,0.0516499,212,186.16,193,1468845
5,4005,76,15248,0.0515714,193,189.295,194,1543623
5,4005,78,15644,0.0515643,190,180.875,193,1616924
5,4005,80,16040,0.0513718,148,173.425,187,1686100
5,4005,82,16436,0.0513164,146,162.545,159,1752051
5,4005,84,16832,0.0512313,147,145.245,147,1810413
5,4005,86,17228,0.051197,153,143.885,146,1867145
5,4005,88,17624,0.051197,153,147.16,149,1924614
5,4005,90,18020,0.0511804,162,146.065,152,1982506
5,4005,92,18416,0.0509505,156,149.36,153,2041151
