run,seed,train,val,test,extrap,size,depth,evals,gens,nodes,time_s,a,b,expr
20,4020,0.158415,0.144467,0.165361,0.121323,66,17,20000,100,1024002,3.1867,0.654606,0.184055,log((log(exp(exp(sin(log((exp(sin(log((exp(sin(log(exp(log(x0))))) * x0)))) + log(x0))))))) * (exp(exp(sin(log(((cos((x0 * (sin(log(log(x0))) + (x0 + x0)))) + (x0 + x0)) + log(x0)))))) * (exp(log(exp(sin(log(exp(log(x1))))))) * (exp(log(exp(sin(sin(log((x1 * x1))))))) * (x1 * x0))))))
21,4021,0.195381,0.245525,0.203178,0.240695,227,17,20000,100,3335792,8.77997,0.98765,0.0522168,(log((0.461 + x1)) + log(((((x0 * x1) * x0) * (x1 * (x0 + x0))) / (0.914 / x0)))) + (((log(((x1 / sin(cos(log((sin(-0.341) / log(exp(exp(log(x1))))))))) * log((log((exp(exp(log(x1))) / (0.986 / (log(x0) + log(((sin(0.585) * (x1 * x1)) / (0.914 / x0))))))) * (log(((exp(log((x0 * ((x0 * x1) * x1)))) * (x0 * 0.859)) / (0.914 / x0))) * (x1 * x0)))))) + log((log(((x1 / (sin(-0.341) / log(exp(exp(log(x1)))))) * x1)) / exp(cos(log((cos(log((sin(-0.341) / log(exp(exp(log(x1))))))) / log(exp((log((x1 * (x1 / sin(x1)))) + log(((sin(0.585) * (x1 * x1)) / (0.914 / x0))))))))))))) + log((((x1 / exp(exp(log(x1)))) * log((log(((exp(log((x0 * (((x0 * x0) * x1) * x1)))) * (x0 * 0.859)) / 0.859)) * (x1 * x0)))) * log((x1 * x0))))) + log(((x1 / sin(cos(log((log((exp(log((x0 * ((x0 * x1) * x1)))) * (x0 * 0.859))) * log((x0 + x0))))))) * log((log(((exp(log((((x0 * x1) * x0) * (x1 * (x0 + x0))))) * (x0 * 0.859)) / (0.914 / x0))) * ((x0 + x0) * x0))))))
22,4022,0.139371,0.142769,0.17438,0.182261,210,17,20000,100,2534841,8.13942,1.04053,0.144419,((log(exp(log(exp((((log(log(exp(x0))) + cos(cos(log(exp(x0))))) + sin(cos(sin(cos(sin(x0)))))) - cos(cos(log(cos(sin(log(x0))))))))))) + sin(log(x1))) + (log(x1) - cos(log(exp(x0))))) + ((sin((sin(log(x1)) - cos(((log(log(exp((((log(log(exp(x0))) + cos(sin(log(x1)))) + sin(cos(log(-0.658)))) + ((log(log(exp(x0))) + cos(cos(log(-0.658)))) - cos(log(exp(x0)))))))) + sin((log(x1) - -0.106))) + (cos(cos((log(log(exp(x0))) + cos(sin(log(x1)))))) - cos(sin(cos(sin(x0))))))))) - cos(((log(log(exp(((log(log(exp(x0))) + cos(sin(log(x1)))) + (cos(log(x0)) - cos(log(exp(x0)))))))) + cos(log(exp(x0)))) + (cos(log(x1)) - cos((((log(log(exp(x0))) + log(x1)) + sin((log(x1) / cos(cos(log(cos(sin(log(x0))))))))) - log(-0.658))))))) - cos(((log(log(exp(log(exp((((log(log(exp(x0))) + cos(cos(log(-0.658)))) + sin(cos(log(-0.658)))) - log(-0.658))))))) + sin(cos(sin(((((log(log(exp(x0))) + cos(cos(log(-0.658)))) + sin(cos(log(-0.658)))) - log(-0.658)) - -0.106))))) - log(-0.658))))
23,4023,0.158212,0.153981,0.180481,1.04111,67,15,20000,100,1127118,3.03286,2.31621,-0.420969,exp(cos(x0)) + exp((cos(x1) - exp(log((0.057 * (((((x0 * x1) / exp(cos(cos(cos(x1))))) * (exp(cos(x0)) + log(x1))) / cos(x0)) + (0.057 * ((((cos(x1) + (0.057 + log(x1))) * (0.057 + (0.057 + log(x1)))) / cos(x0)) + ((x0 * x1) / ((cos(x1) + cos(cos(cos(x1)))) + cos(log(x1))))))))))))
24,4024,0.135794,0.115104,0.109525,0.620306,81,17,20000,100,1193825,3.27624,1.00203,0.309707,((-0.381 * ((((-0.381 * (sin(sin(sin(sin(sin(sin(sin(sin(log(x1))))))))) - log(((-0.381 * -0.381) - cos(x0))))) + ((cos(x1) - cos(cos(cos(cos(x1))))) - cos(cos(x0)))) - log((cos(cos(x1)) - log(((-0.381 * (cos((log((x0 + x0)) - log(log((x0 * x1))))) - log(log((x0 + x0))))) - cos(x0)))))) - log((x0 * x1)))) - cos(x0)) + sin(sin(sin(sin(sin(sin(log(x1)))))))
25,4025,0.164102,0.17329,0.245247,0.215903,370,17,20000,100,3720492,7.98305,0.104316,0.400702,log((((((sin((x0 * sin((exp((x0 / x0)) * sin((exp((x0 / x0)) * log(x0))))))) * x1) + ((x1 * x0) + (((x1 * x0) + ((x1 * x0) + ((x1 * x0) + (sin((exp((x0 / x0)) * log(x0))) * (x0 * x1))))) + cos(exp(log((((x1 * x0) + (((x1 * x0) + (x1 * x0)) + cos((x0 * (x1 * x0))))) + log((x0 * x1))))))))) + cos(exp((x0 * x1)))) + ((((sin((exp((x0 / x0)) * log(x0))) * (x1 * x0)) + ((x0 * x1) + cos(exp(log(((exp((x0 * x1)) + (((x1 * x0) + ((x1 * x0) + (x1 * x0))) + ((x1 * x0) + (((x1 * x0) + (x1 * x0)) + (x1 * x0))))) + log((x0 * x1)))))))) + 0.045) + ((((sin((exp((x0 / x0)) * log(x0))) * (x1 * x0)) + ((x1 - x1) + cos(exp(cos(exp((x1 * x0))))))) + 0.045) + cos(exp(log(((x1 * x0) + log((x0 * x1))))))))) + (((x0 * x1) + (((x0 * sin((exp(sin(((exp(log((x0 * x1))) * log(x0)) * log(x0)))) * log(x1)))) * x1) + ((x0 * x1) + cos(exp(log(((x1 + (((x1 * x0) + ((x1 * x0) + ((x0 * x1) * x0))) + ((x1 * x0) + (((x1 * x0) + (x1 * x0)) + (x0 * x1))))) + log((x0 * x1))))))))) + ((((sin((exp((x0 / x0)) * log(x0))) * cos((exp((x0 / x0)) * log(x1)))) + ((x0 * sin((exp((x0 / x0)) * log(x1)))) * x1)) + 0.045) + ((x1 * x0) + ((x1 * x0) + (((x0 * sin((exp((x0 / x0)) * log(x1)))) * x1) + (((x1 * x0) + (((x0 * sin((exp((x0 / x0)) * log(x1)))) * x1) + ((x1 * sin(((exp((x0 / x0)) * log(x0)) * log(x0)))) + cos(exp(log((((x0 * x1) + (x0 * x1)) + log((x0 * x1))))))))) + cos(exp(log(((exp(0.045) + (x0 * x1)) + (exp((x0 / x0)) * log(x1))))))))))))))
26,4026,0.117121,0.115021,0.147565,1.31727,127,17,20000,100,1561267,4.70965,2.77314,-0.372901,((log(exp(-0.366)) * ((cos((cos(exp(cos(x1))) - exp(cos(x1)))) - exp(cos(x1))) - (((((exp(cos(x1)) / exp(exp(cos(x1)))) - exp(cos(x0))) / log(exp(-0.366))) - log(x1)) + cos(((log(-0.366) - exp(cos(x0))) - exp(cos(x0))))))) / 0.965) + exp(cos(sin((sin((cos(sin((sin(cos(((log(exp(-0.366)) - exp(cos(x0))) - exp(cos(x0))))) * sin(cos((x1 / (x0 * x0))))))) / log(exp(-0.366)))) * sin(cos(((sin((sin(cos(((log(-0.366) - exp(cos(x0))) - exp(cos(x0))))) * sin(cos((-0.185 / (x1 * x0)))))) - cos((((log(-0.227) - exp(cos(x0))) - exp(cos(x0))) / (x0 * x0)))) - exp(cos(x0)))))))))
27,4027,0.209063,0.281242,0.252193,0.250692,204,17,20000,100,2665439,6.57094,0.885566,0.0228249,((log((x0 * (((x1 * x0) * ((log((x1 * x0)) + log(log((x0 * (log(exp((x0 * x1))) * (x0 * x1)))))) * x1)) * ((log(log((x0 * (((x1 * x0) * (x0 * x1)) * (x0 * sin(x1)))))) + log(x1)) * x1)))) + log((x0 * (x0 * log(exp(((x1 * x0) * (x0 * ((log(exp(log(x1))) + ((((x1 * 0.673) - (0.385 - x1)) * (exp(log(x1)) - exp(-0.587))) / x1)) * x1))))))))) + log(((log(log((x0 * (log(exp((log(exp((x0 * (x1 * x0)))) * (x0 * x1)))) * (x0 * x1))))) + log(x1)) * x1))) + ((log(exp(((x1 * x0) * (x0 * x1)))) + log(log((x0 * exp(((exp(((x1 * x0) * (log(exp(((x1 * x0) * (x0 * x1)))) * (x0 * sin(x1))))) * x0) * (log(exp(((x1 * x0) * (x0 * x1)))) * (x0 * sin(x1))))))))) + log(((x0 * (x0 * log(exp(((x0 * ((log(exp(((x1 * x0) * (x0 * x1)))) + log(x1)) * x1)) * (x0 * ((log(exp(log(x1))) + log(x1)) * x1))))))) / 0.006)))
28,4028,0.0825408,0.0925554,0.144965,0.145684,302,17,20000,100,3531083,9.33914,1.02816,0.0439622,((sin(log(x1)) + (-0.095 + ((sin((sin(log(x1)) + (sin(log(x1)) + log(x1)))) + cos(log(x1))) + ((log(x1) + (cos(log(log(x1))) + ((-0.566 + (log(((sin(log(x1)) + cos(log((x0 * 0.243)))) + cos(log((x0 * 0.243))))) + (sin(log(x1)) + cos(log((x0 * 0.243)))))) + log((x0 - 0.243))))) + (((cos(log(cos(log((x0 * 0.243))))) + ((-0.095 - 0.396) + (cos(log(((x0 - -0.095) * (x0 * 0.243)))) + ((log(x1) + log(((x0 - -0.095) * 0.243))) + ((sin(log(x1)) + cos(log((x0 * 0.243)))) + cos(log((x0 * (x0 - -0.095))))))))) + ((sin(log(x1)) + cos(log((x0 * 0.243)))) + (sin(log(x1)) + (-0.095 + (cos(log(cos(log((x0 * 0.243))))) + ((log(x1) + log(((x0 - -0.095) * 0.243))) + (sin(log(x1)) + cos(log((x0 * 0.243)))))))))) + cos(log(((x0 - -0.095) * 0.243)))))))) + cos(sin(log(x1)))) + (sin(log((sin(sin(log(x1))) + ((-0.095 + (sin((sin(log(x1)) + cos(log((x0 * 0.243))))) + (cos(log(((x0 + x0) / (x0 * -0.894)))) + ((-0.095 - 0.396) + (sin(log((sin(-0.353) - cos(x0)))) + (log(x1) + cos(log(x1)))))))) + (-0.095 + (cos(log((x1 * 0.243))) + (cos(x0) + (sin((cos(log((x0 * (x0 - -0.095)))) + cos(log((x0 * 0.243))))) + cos(log(x1)))))))))) + (-0.095 + (cos(log(((x0 - -0.095) * (x0 * 0.243)))) + (((-0.095 - 0.396) + log(((x0 - -0.095) * (-0.095 + (cos(log((x1 * sin(sin(log(x1)))))) + (sin((-0.095 - 0.396)) + (sin(log(x1)) + cos(log(x1))))))))) + (sin(log(x1)) + cos(log(x1)))))))
29,4029,0.218877,0.218716,0.339907,0.237151,51,17,20000,100,774128,2.25988,0.91471,-0.603741,cos((log((((0.282 + x0) + x0) + x0)) + cos(cos((log(((0.261 * sin((exp(sin(cos(x1))) + x0))) + x0)) + sin(exp(exp(((0.261 * sin(sin(exp(sin(sin((-0.109 - x0))))))) * sin((cos(x0) + x0))))))))))) - sin(log(exp(sin(log(x1)))))
