run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
2,4002,26,4234,0.0540226,8,4.78,4,18711
2,4002,28,4540,0.0540226,8,4.485,4,19911
2,4002,30,4841,0.0540226,8,4.57,4,21106
2,4002,32,5146,0.0540226,8,4.49,4,22303
2,4002,34,5448,0.0540226,8,4.79,4,23549
2,4002,36,5741,0.0540226,8,5.005,4,24792
2,4002,38,6057,0.0540226,8,4.615,4,26056
2,4002,40,6351,0.0540226,8,4.665,4,27215
2,4002,42,6658,0.0540226,8,4.57,4,28474
2,4002,44,6964,0.0540226,8,4.735,4,29742
2,4002,46,7269,0.0540226,8,4.47,4,30999
2,4002,48,7583,0.0540226,8,4.61,4,32264
2,4002,50,7884,0.0540226,8,4.91,4,33491
2,4002,52,8170,0.0540226,8,4.485,4,34594
2,4002,54,8487,0.0540226,8,4.365,4,35810
2,4002,56,8797,0.0540226,8,4.53,4,37049
2,4002,58,9102,0.0540226,8,4.55,4,38294
2,4002,60,9410,0.0540226,8,4.415,4,39558
2,4002,62,9717,0.0540226,8,4.85,4,40812
2,4002,64,10020,0.0540226,8,4.655,4,42043
2,4002,66,10335,0.0540226,8,4.33,4,43294
2,4002,68,10640,0.0540226,8,4.34,4,44452
2,4002,70,10945,0.0540226,8,4.665,4,45678
2,4002,72,11233,0.0540226,8,4.84,4,46779
2,4002,74,11534,0.0540226,8,4.965,4,47989
2,4002,76,11838,0.0540226,8,4.91,4,49244
2,4002,78,12155,0.0540226,8,4.385,4,50428
2,4002,80,12458,0.0540226,8,4.575,4,51607
2,4002,82,12781,0.0540226,8,4.28,4,52903
2,4002,84,13093,0.0536669,7,4.6,4,54160
2,4002,86,13399,0.0536669,7,5.15,5,55470
2,4002,88,13710,0.0536669,7,5.345,5,56940
2,4002,90,13995,0.0536669,7,5.435,5,58231
2,4002,92,14294,0.0536669,7,5.135,5,59573
2,4002,94,14573,0.0536669,7,5.17,5,60713
2,4002,96,14888,0.0536669,7,5.185,5,62108
2,4002,98,15184,0.0533378,7,5.31,5,63442
2,4002,100,15481,0.0533378,7,6.015,6,64877
2,4002,102,15778,0.0533378,7,5.895,5,66399
2,4002,104,16063,0.0533378,7,5.885,6,67868
2,4002,106,16351,0.0533378,7,5.78,6,69364
2,4002,108,16629,0.0533378,7,5.99,6,70720
2,4002,110,16903,0.0533378,7,6.21,6,72124
2,4002,112,17204,0.0533378,7,6.035,6,73723
2,4002,114,17497,0.0533378,7,6.23,6,75361
2,4002,116,17784,0.0533378,7,6.115,6,76901
2,4002,118,18064,0.0531166,11,6.95,6,78574
2,4002,120,18354,0.0531166,11,8.255,7,80487
2,4002,122,18655,0.0531166,11,7.45,7,82432
2,4002,124,18937,0.0531166,11,7.41,7,84162
2,4002,126,19235,0.0531166,11,7.56,7,86078
2,4002,128,19532,0.0531166,11,7.545,7,88000
2,4002,130,19815,0.0531166,11,7.875,7,89775
2,4002,132,20000,0.0531166,11,8.025,8,91032
3,4003,0,200,0.0573,4,12.74,9,2548
3,4003,2,547,0.0536989,20,7.225,5,4878
3,4003,4,889,0.0533003,7,5.715,5,6477
3,4003,6,1171,0.0533003,7,6.235,5,7829
3,4003,8,1484,0.0533003,7,5.69,5,9306
3,4003,10,1752,0.0532221,10,6.28,6,10602
3,4003,12,2049,0.0529334,11,7.555,6,12365
3,4003,14,2320,0.0529334,13,10.115,9,14514
3,4003,16,2610,0.0529334,13,10.68,10,17065
3,4003,18,2888,0.0529326,12,10.08,10,19396
3,4003,20,3167,0.0529326,12,11.035,11,21978
3,4003,22,3444,0.052752,11,11.42,11,24606
3,4003,24,3726,0.052752,11,10.635,11,27208
3,4003,26,4019,0.052752,11,10.98,11,30045
3,4003,28,4321,0.0527423,23,10.55,10,32822
3,4003,30,4599,0.0527423,23,11.195,10,35256
3,4003,32,4901,0.0527423,23,11.64,11,38170
3,4003,34,5193,0.0527423,23,12.115,11,41148
3,4003,36,5482,0.0527423,23,14.4,12,44302
3,4003,38,5774,0.0527423,23,15.42,13,48006
3,4003,40,6087,0.0527423,23,14.13,13,51802
3,4003,42,6381,0.0527218,31,15.98,13,55323
3,4003,44,6697,0.0527218,31,14.155,12,58972
3,4003,46,7021,0.0527124,30,15.955,13,63269
3,4003,48,7324,0.0527001,30,16.12,13,67134
3,4003,50,7626,0.0527001,30,17.425,14,71314
3,4003,52,7924,0.0526908,29,18.44,15,75611
3,4003,54,8206,0.0526908,29,21.155,21.5,80388
3,4003,56,8476,0.0526908,29,24.21,27,85573
3,4003,58,8734,0.0526908,29,24.245,26,90861
3,4003,60,9026,0.0526908,29,19.985,18,96056
3,4003,62,9291,0.0526908,29,21.75,22,100452
3,4003,64,9574,0.0526873,29,21.075,20.5,105156
3,4003,66,9872,0.0526873,29,19.625,18,110268
3,4003,68,10171,0.0526873,29,19.17,17,115106
3,4003,70,10446,0.0526873,29,23.36,24,120077
3,4003,72,10703,0.0526873,29,22.645,23.5,124610
3,4003,74,10985,0.0526873,29,22.18,19.5,129564
3,4003,76,11275,0.0526873,29,23.56,20.5,135164
3,4003,78,11542,0.0526873,29,27.085,27,140841
3,4003,80,11817,0.0526781,29,26.95,29,147075
3,4003,82,12085,0.0526639,30,26.355,28,153267
3,4003,84,12350,0.0526592,31,25.865,28,159222
3,4003,86,12616,0.0526331,29,26.585,28,164988
3,4003,88,12896,0.0526331,29,26.71,27,171170
3,4003,90,13175,0.0526331,29,25.94,25,177393
3,4003,92,13468,0.0526296,30,25.495,23,183667
3,4003,94,13742,0.0526296,30,27.6,25,189485
3,4003,96,14041,0.0526296,32,25.09,24,195817
3,4003,98,14316,0.0526296,32,25.155,24,201596
3,4003,100,14601,0.0526296,32,26.39,25,207878
3,4003,102,14889,0.0526296,32,27.63,27,214638
3,4003,104,15161,0.0526296,32,26.095,27,220703
3,4003,106,15436,0.0526296,32,24.86,26,226673
3,4003,108,15711,0.0526296,32,23.985,24,232435
3,4003,110,15978,0.0526296,32,24.78,25,238005
3,4003,112,16243,0.0526296,32,26.045,27,243851
3,4003,114,16533,0.0526296,32,26.98,26,250510
3,4003,116,16800,0.0526296,32,27.695,26,256628
3,4003,118,17112,0.0526296,32,22.265,22,262938
3,4003,120,17399,0.0526296,32,21.6,21,268108
3,4003,122,17702,0.0526296,32,20.935,20,273572
3,4003,124,18003,0.0526296,32,20.085,19,278824
3,4003,126,18303,0.0526296,32,19.22,19,283938
3,4003,128,18596,0.0526296,32,18.665,18,288657
3,4003,130,18882,0.0526296,32,18.81,18,293112
