i,water,deficit,wet,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30
0,223.711,0,55.4038,2.53526,24.4241,2.44928,19.9569,4.85506,10.4978,0.700414,1.07736,7.40184,11.6669,0.710266,5.76986,1.93487,5.34002,18.9527,15.7101,7.46932,3.3816,3.78631,1.34057,5.22196,3.4035,13.6031,9.73869,2.2027,2.32703,1.27447,18.2692,13.5599,4.14954
