run,seed,water,deficit,wet
6,3006,126.269,16.1593,18.5558
6,3006,96.8388,85.4035,8.98083
6,3006,107.242,65.4427,10.9904
6,3006,118.296,31.8318,17.1555
6,3006,132.644,15.4152,18.2361
6,3006,110.087,48.2299,14.2822
6,3006,79.2245,195.941,3.26972
6,3006,95.6876,100.289,7.54942
6,3006,50.3397,329.011,2.025
6,3006,42.9511,405.62,1.2326
6,3006,140.546,3.90694,24.1269
6,3006,157.647,0.39828,21.3093
6,3006,154.673,0.199444,34.4173
6,3006,64.4854,254.854,2.69096
6,3006,111.822,45.0123,16.1959
6,3006,51.3174,312.465,2.37297
6,3006,96.6234,83.9201,9.21958
6,3006,149.005,1.00319,31.1445
6,3006,75.6692,173.658,3.8717
6,3006,144.274,2.34398,25.1961
6,3006,40.751,397.214,1.59239
6,3006,129.442,21.8547,14.6771
6,3006,102.541,70.9526,12.1904
6,3006,124.456,28.6519,14.0099
6,3006,59.0585,277.597,2.53692
6,3006,55.9031,304.863,2.19601
6,3006,157.662,0.332121,21.39
6,3006,86.497,117.675,6.95922
6,3006,144.987,3.75833,23.2436
6,3006,32.6761,408.381,1.54626
6,3006,151.047,0.540899,32.1517
6,3006,72.8618,177.293,3.88785
6,3006,36.2602,364.652,1.8363
6,3006,77.4203,201.768,3.15581
6,3006,47.1587,373.932,1.43918
6,3006,49.3638,331.837,2.01308
6,3006,113.093,41.6448,16.551
6,3006,29.0889,425.141,1.51655
6,3006,66.2146,240.764,2.78033
6,3006,143.097,2.53367,28.7717
6,3006,160.852,0.0317811,21.8698
6,3006,57.9881,287.524,2.28703
6,3006,153.549,0.300603,30.4663
6,3006,84.446,118.192,7.05147
6,3006,58.593,284.981,2.3128
6,3006,26.7968,439.891,1.43268
6,3006,47.9816,341.277,1.94134
6,3006,124.754,47.3737,11.0021
7,3007,156.919,0,34.9726
7,3007,156.919,0,34.9726
7,3007,10.1722,490.461,1.35918
7,3007,10.6922,488.856,1.34467
7,3007,162.306,0,23.5588
7,3007,12.6104,477.078,1.40793
7,3007,121.36,22.9954,19.5945
7,3007,20.2228,428.564,2.08291
7,3007,32.7717,369.342,2.76855
7,3007,124.286,15.9622,21.5281
7,3007,73.4664,167.229,4.33252
7,3007,110.755,44.267,14.6617
7,3007,38.6016,336.645,2.2107
7,3007,30.8195,388.454,2.39692
7,3007,23.9482,442.48,1.69506
7,3007,114.349,40.8595,15.0795
7,3007,77.4749,182.657,3.41356
7,3007,114.529,38.0846,16.1426
7,3007,123.352,19.5287,20.456
7,3007,67.6728,208.431,4.15981
7,3007,127.432,19.9745,17.3219
7,3007,116.741,30.4965,18.2831
7,3007,16.1982,462.751,1.46633
7,3007,145.614,1.88486,29.4914
7,3007,40.7184,321.467,2.50616
7,3007,29.3079,390.762,2.64571
7,3007,50.8685,258.955,3.92882
7,3007,70.1159,195.626,3.62647
7,3007,66.2433,222.68,3.06324
7,3007,63.9402,233.656,3.06937
7,3007,79.3371,135.359,7.0747
7,3007,46.6154,288.727,3.02487
7,3007,152.849,7.59411,18.7024
7,3007,92.1838,89.6753,9.59214
7,3007,125.905,22.6573,16.7943
7,3007,40.4271,323.094,2.49353
7,3007,143.129,4.22825,24.5209
7,3007,150.703,0.599062,31.9569
7,3007,25.0167,418.379,1.97596
